1000 10
310 9 11.000000
311 0 23.000000
311 1 29.000000
311 2 47.000000
311 3 3.000000
311 4 37.000000
311 5 6.000000
311 6 41.000000
311 7 4.000000
311 8 22.000000
311 9 7.000000
312 0 49.000000
312 1 1.000000
312 2 18.000000
312 3 22.000000
312 4 33.000000
312 5 4.000000
312 6 28.000000
312 7 35.000000
312 8 9.000000
312 9 39.000000
313 0 35.000000
313 1 30.000000
313 2 34.000000
313 3 29.000000
313 4 23.000000
313 5 14.000000
313 6 19.000000
313 7 26.000000
313 8 19.000000
313 9 40.000000
314 0 2.000000
314 1 47.000000
314 2 18.000000
314 3 0.000000
314 4 5.000000
314 5 35.000000
314 6 46.000000
314 7 34.000000
314 8 5.000000
314 9 13.000000
315 0 31.000000
315 1 47.000000
315 2 37.000000
315 3 28.000000
315 4 37.000000
315 5 1.000000
315 6 40.000000
315 7 49.000000
315 8 28.000000
315 9 38.000000
316 0 35.000000
316 1 42.000000
316 2 36.000000
316 3 45.000000
316 4 40.000000
316 5 17.000000
316 6 9.000000
316 7 27.000000
316 8 38.000000
316 9 8.000000
317 0 3.000000
317 1 12.000000
317 2 30.000000
317 3 11.000000
317 4 39.000000
317 5 12.000000
317 6 40.000000
317 7 7.000000
317 8 9.000000
317 9 42.000000
318 0 48.000000
318 1 24.000000
318 2 40.000000
318 3 28.000000
318 4 30.000000
318 5 4.000000
318 6 35.000000
318 7 4.000000
318 8 16.000000
318 9 47.000000
319 0 41.000000
319 1 43.000000
319 2 21.000000
319 3 3.000000
319 4 7.000000
319 5 43.000000
319 6 40.000000
319 7 12.000000
319 8 16.000000
319 9 1.000000
320 0 29.000000
320 1 21.000000
320 2 13.000000
320 3 38.000000
320 4 32.000000
320 5 27.000000
320 6 22.000000
320 7 32.000000
320 8 35.000000
320 9 33.000000
321 0 48.000000
321 1 18.000000
321 2 6.000000
321 3 16.000000
321 4 41.000000
321 5 36.000000
321 6 39.000000
321 7 5.000000
321 8 19.000000
321 9 19.000000
322 0 46.000000
322 1 44.000000
322 2 28.000000
322 3 47.000000
322 4 19.000000
322 5 29.000000
322 6 43.000000
322 7 6.000000
322 8 5.000000
322 9 4.000000
323 0 49.000000
323 1 38.000000
323 2 14.000000
323 3 20.000000
323 4 10.000000
323 5 35.000000
323 6 13.000000
323 7 20.000000
323 8 32.000000
323 9 21.000000
324 0 40.000000
324 1 9.000000
324 2 22.000000
324 3 33.000000
324 4 18.000000
324 5 21.000000
324 6 19.000000
324 7 35.000000
324 8 46.000000
324 9 41.000000
325 0 43.000000
325 1 31.000000
325 2 21.000000
325 3 37.000000
325 4 15.000000
325 5 13.000000
325 6 24.000000
325 7 26.000000
325 8 18.000000
325 9 3.000000
326 0 39.000000
326 1 49.000000
326 2 25.000000
326 3 15.000000
326 4 6.000000
326 5 9.000000
326 6 36.000000
326 7 25.000000
326 8 43.000000
326 9 43.000000
327 0 6.000000
327 1 2.000000
327 2 31.000000
327 3 44.000000
327 4 15.000000
327 5 39.000000
327 6 0.000000
327 7 19.000000
327 8 5.000000
327 9 12.000000
328 0 14.000000
328 1 9.000000
328 2 15.000000
328 3 18.000000
328 4 27.000000
328 5 16.000000
328 6 42.000000
328 7 13.000000
328 8 4.000000
328 9 20.000000
329 0 16.000000
329 1 31.000000
329 2 44.000000
329 3 3.000000
329 4 4.000000
329 5 9.000000
329 6 42.000000
329 7 22.000000
329 8 20.000000
329 9 18.000000
330 0 14.000000
330 1 8.000000
330 2 28.000000
330 3 15.000000
330 4 25.000000
330 5 12.000000
330 6 9.000000
330 7 28.000000
330 8 1.000000
330 9 10.000000
331 0 46.000000
331 1 10.000000
331 2 9.000000
331 3 22.000000
331 4 27.000000
331 5 16.000000
331 6 44.000000
331 7 49.000000
331 8 19.000000
331 9 10.000000
332 0 28.000000
332 1 22.000000
332 2 30.000000
332 3 28.000000
332 4 32.000000
332 5 23.000000
332 6 17.000000
332 7 49.000000
332 8 22.000000
332 9 8.000000
333 0 5.000000
333 1 27.000000
333 2 12.000000
333 3 6.000000
333 4 47.000000
333 5 45.000000
333 6 37.000000
333 7 2.000000
333 8 4.000000
333 9 4.000000
334 0 8.000000
334 1 28.000000
334 2 30.000000
334 3 29.000000
334 4 27.000000
334 5 28.000000
334 6 6.000000
334 7 7.000000
334 8 2.000000
334 9 32.000000
335 0 39.000000
335 1 42.000000
335 2 8.000000
335 3 28.000000
335 4 10.000000
335 5 19.000000
335 6 43.000000
335 7 24.000000
335 8 0.000000
335 9 45.000000
336 0 9.000000
336 1 42.000000
336 2 43.000000
336 3 35.000000
336 4 14.000000
336 5 39.000000
336 6 4.000000
336 7 49.000000
336 8 29.000000
336 9 46.000000
337 0 38.000000
337 1 20.000000
337 2 39.000000
337 3 41.000000
337 4 26.000000
337 5 17.000000
337 6 39.000000
337 7 31.000000
337 8 19.000000
337 9 7.000000
338 0 39.000000
338 1 1.000000
338 2 23.000000
338 3 9.000000
338 4 18.000000
338 5 35.000000
338 6 12.000000
338 7 22.000000
338 8 15.000000
338 9 15.000000
339 0 31.000000
339 1 44.000000
339 2 7.000000
339 3 43.000000
339 4 11.000000
339 5 27.000000
339 6 39.000000
339 7 17.000000
339 8 47.000000
339 9 41.000000
340 0 13.000000
340 1 1.000000
340 2 11.000000
340 3 24.000000
340 4 0.000000
340 5 25.000000
340 6 23.000000
340 7 45.000000
340 8 0.000000
340 9 23.000000
341 0 47.000000
341 1 22.000000
341 2 8.000000
341 3 11.000000
341 4 11.000000
341 5 49.000000
341 6 10.000000
341 7 40.000000
341 8 41.000000
341 9 0.000000
342 0 21.000000
342 1 0.000000
342 2 22.000000
342 3 26.000000
342 4 38.000000
342 5 42.000000
342 6 23.000000
342 7 34.000000
342 8 41.000000
342 9 14.000000
343 0 26.000000
343 1 29.000000
343 2 15.000000
343 3 12.000000
343 4 31.000000
343 5 44.000000
343 6 42.000000
343 7 22.000000
343 8 20.000000
343 9 11.000000
344 0 34.000000
344 1 19.000000
344 2 42.000000
344 3 1.000000
344 4 24.000000
344 5 31.000000
344 6 20.000000
344 7 4.000000
344 8 42.000000
344 9 30.000000
345 0 1.000000
345 1 13.000000
345 2 9.000000
345 3 45.000000
345 4 30.000000
345 5 40.000000
345 6 1.000000
345 7 16.000000
345 8 36.000000
345 9 43.000000
346 0 43.000000
346 1 32.000000
346 2 13.000000
346 3 36.000000
346 4 37.000000
346 5 20.000000
346 6 18.000000
346 7 18.000000
346 8 11.000000
346 9 5.000000
347 0 45.000000
347 1 5.000000
347 2 42.000000
347 3 42.000000
347 4 0.000000
347 5 46.000000
347 6 45.000000
347 7 18.000000
347 8 6.000000
347 9 49.000000
348 0 30.000000
348 1 49.000000
348 2 27.000000
348 3 8.000000
348 4 39.000000
348 5 32.000000
348 6 37.000000
348 7 26.000000
348 8 49.000000
348 9 34.000000
349 0 44.000000
349 1 3.000000
349 2 17.000000
349 3 0.000000
349 4 3.000000
349 5 6.000000
349 6 36.000000
349 7 31.000000
349 8 17.000000
349 9 12.000000
350 0 35.000000
350 1 29.000000
350 2 8.000000
350 3 34.000000
350 4 14.000000
350 5 31.000000
350 6 20.000000
350 7 27.000000
350 8 36.000000
350 9 12.000000
351 0 12.000000
351 1 8.000000
351 2 17.000000
351 3 38.000000
351 4 34.000000
351 5 36.000000
351 6 3.000000
351 7 38.000000
351 8 10.000000
351 9 33.000000
352 0 42.000000
352 1 28.000000
352 2 2.000000
352 3 22.000000
352 4 33.000000
352 5 42.000000
352 6 29.000000
352 7 31.000000
352 8 33.000000
352 9 34.000000
353 0 9.000000
353 1 8.000000
353 2 46.000000
353 3 15.000000
353 4 41.000000
353 5 9.000000
353 6 37.000000
353 7 44.000000
353 8 43.000000
353 9 16.000000
354 0 44.000000
354 1 5.000000
354 2 2.000000
354 3 10.000000
354 4 22.000000
354 5 40.000000
354 6 28.000000
354 7 21.000000
354 8 40.000000
354 9 29.000000
355 0 8.000000
355 1 15.000000
355 2 7.000000
355 3 44.000000
355 4 24.000000
355 5 2.000000
355 6 44.000000
355 7 3.000000
355 8 0.000000
355 9 16.000000
356 0 2.000000
356 1 13.000000
356 2 40.000000
356 3 16.000000
356 4 49.000000
356 5 20.000000
356 6 15.000000
356 7 25.000000
356 8 17.000000
356 9 39.000000
357 0 40.000000
357 1 3.000000
357 2 6.000000
357 3 34.000000
357 4 28.000000
357 5 32.000000
357 6 6.000000
357 7 47.000000
357 8 10.000000
357 9 6.000000
358 0 2.000000
358 1 46.000000
358 2 12.000000
358 3 29.000000
358 4 41.000000
358 5 46.000000
358 6 37.000000
358 7 44.000000
358 8 18.000000
358 9 40.000000
359 0 25.000000
359 1 27.000000
359 2 39.000000
359 3 45.000000
359 4 4.000000
359 5 45.000000
359 6 40.000000
359 7 21.000000
359 8 12.000000
359 9 15.000000
360 0 41.000000
360 1 48.000000
360 2 29.000000
360 3 16.000000
360 4 16.000000
360 5 3.000000
360 6 23.000000
360 7 4.000000
360 8 36.000000
360 9 3.000000
361 0 23.000000
361 1 32.000000
361 2 29.000000
361 3 45.000000
361 4 37.000000
361 5 49.000000
361 6 25.000000
361 7 39.000000
361 8 42.000000
361 9 35.000000
362 0 23.000000
362 1 5.000000
362 2 19.000000
362 3 14.000000
362 4 19.000000
362 5 23.000000
362 6 34.000000
362 7 20.000000
362 8 45.000000
362 9 25.000000
363 0 18.000000
363 1 5.000000
363 2 25.000000
363 3 4.000000
363 4 22.000000
363 5 26.000000
363 6 12.000000
363 7 10.000000
363 8 24.000000
363 9 16.000000
364 0 17.000000
364 1 20.000000
364 2 25.000000
364 3 1.000000
364 4 42.000000
364 5 19.000000
364 6 17.000000
364 7 42.000000
364 8 24.000000
364 9 39.000000
365 0 32.000000
365 1 48.000000
365 2 32.000000
365 3 49.000000
365 4 48.000000
365 5 2.000000
365 6 28.000000
365 7 22.000000
365 8 1.000000
365 9 14.000000
366 0 31.000000
366 1 44.000000
366 2 26.000000
366 3 35.000000
366 4 45.000000
366 5 49.000000
366 6 37.000000
366 7 11.000000
366 8 8.000000
366 9 36.000000
367 0 19.000000
367 1 49.000000
367 2 14.000000
367 3 0.000000
367 4 49.000000
367 5 34.000000
367 6 29.000000
367 7 33.000000
367 8 22.000000
367 9 25.000000
368 0 18.000000
368 1 49.000000
368 2 41.000000
368 3 49.000000
368 4 32.000000
368 5 19.000000
368 6 14.000000
368 7 47.000000
368 8 38.000000
368 9 16.000000
369 0 28.000000
369 1 23.000000
369 2 28.000000
369 3 27.000000
369 4 4.000000
369 5 30.000000
369 6 26.000000
369 7 31.000000
369 8 3.000000
369 9 37.000000
370 0 36.000000
370 1 3.000000
370 2 37.000000
370 3 24.000000
370 4 30.000000
370 5 11.000000
370 6 22.000000
370 7 5.000000
370 8 2.000000
370 9 35.000000
371 0 39.000000
371 1 45.000000
371 2 15.000000
371 3 9.000000
371 4 27.000000
371 5 20.000000
371 6 8.000000
371 7 5.000000
371 8 9.000000
371 9 24.000000
372 0 35.000000
372 1 24.000000
372 2 47.000000
372 3 29.000000
372 4 8.000000
372 5 7.000000
372 6 25.000000
372 7 2.000000
372 8 5.000000
372 9 18.000000
373 0 49.000000
373 1 24.000000
373 2 24.000000
373 3 22.000000
373 4 21.000000
373 5 45.000000
373 6 21.000000
373 7 20.000000
373 8 49.000000
373 9 36.000000
374 0 6.000000
374 1 20.000000
374 2 12.000000
374 3 49.000000
374 4 11.000000
374 5 9.000000
374 6 8.000000
374 7 44.000000
374 8 7.000000
374 9 37.000000
375 0 7.000000
375 1 25.000000
375 2 27.000000
375 3 47.000000
375 4 42.000000
375 5 46.000000
375 6 38.000000
375 7 32.000000
375 8 26.000000
375 9 22.000000
376 0 36.000000
376 1 46.000000
376 2 12.000000
376 3 6.000000
376 4 28.000000
376 5 40.000000
376 6 35.000000
376 7 41.000000
376 8 0.000000
376 9 12.000000
377 0 18.000000
377 1 14.000000
377 2 33.000000
377 3 3.000000
377 4 42.000000
377 5 33.000000
377 6 32.000000
377 7 14.000000
377 8 17.000000
377 9 31.000000
378 0 9.000000
378 1 1.000000
378 2 46.000000
378 3 26.000000
378 4 13.000000
378 5 6.000000
378 6 28.000000
378 7 33.000000
378 8 15.000000
378 9 25.000000
379 0 49.000000
379 1 39.000000
379 2 13.000000
379 3 11.000000
379 4 46.000000
379 5 18.000000
379 6 33.000000
379 7 9.000000
379 8 14.000000
379 9 9.000000
380 0 10.000000
380 1 3.000000
380 2 48.000000
380 3 16.000000
380 4 32.000000
380 5 9.000000
380 6 9.000000
380 7 43.000000
380 8 5.000000
380 9 21.000000
381 0 43.000000
381 1 48.000000
381 2 44.000000
381 3 28.000000
381 4 23.000000
381 5 17.000000
381 6 0.000000
381 7 3.000000
381 8 35.000000
381 9 43.000000
382 0 42.000000
382 1 31.000000
382 2 44.000000
382 3 38.000000
382 4 35.000000
382 5 6.000000
382 6 25.000000
382 7 48.000000
382 8 34.000000
382 9 6.000000
383 0 31.000000
383 1 23.000000
383 2 21.000000
383 3 33.000000
383 4 22.000000
383 5 0.000000
383 6 9.000000
383 7 9.000000
383 8 6.000000
383 9 9.000000
384 0 16.000000
384 1 49.000000
384 2 13.000000
384 3 12.000000
384 4 49.000000
384 5 48.000000
384 6 29.000000
384 7 31.000000
384 8 9.000000
384 9 20.000000
385 0 20.000000
385 1 38.000000
385 2 10.000000
385 3 27.000000
385 4 3.000000
385 5 31.000000
385 6 49.000000
385 7 17.000000
385 8 20.000000
385 9 1.000000
386 0 6.000000
386 1 49.000000
386 2 18.000000
386 3 5.000000
386 4 31.000000
386 5 6.000000
386 6 2.000000
386 7 49.000000
386 8 0.000000
386 9 43.000000
387 0 13.000000
387 1 15.000000
387 2 47.000000
387 3 7.000000
387 4 7.000000
387 5 14.000000
387 6 45.000000
387 7 41.000000
387 8 21.000000
387 9 36.000000
388 0 40.000000
388 1 32.000000
388 2 28.000000
388 3 34.000000
388 4 11.000000
388 5 17.000000
388 6 3.000000
388 7 20.000000
388 8 31.000000
388 9 25.000000
389 0 27.000000
389 1 9.000000
389 2 11.000000
389 3 7.000000
389 4 28.000000
389 5 12.000000
389 6 5.000000
389 7 35.000000
389 8 35.000000
389 9 36.000000
390 0 6.000000
390 1 22.000000
390 2 32.000000
390 3 26.000000
390 4 6.000000
390 5 6.000000
390 6 26.000000
390 7 40.000000
390 8 19.000000
390 9 6.000000
391 0 47.000000
391 1 15.000000
391 2 43.000000
391 3 41.000000
391 4 18.000000
391 5 47.000000
391 6 29.000000
391 7 8.000000
391 8 38.000000
391 9 10.000000
392 0 34.000000
392 1 3.000000
392 2 0.000000
392 3 41.000000
392 4 22.000000
392 5 32.000000
392 6 34.000000
392 7 4.000000
392 8 25.000000
392 9 18.000000
393 0 0.000000
393 1 5.000000
393 2 35.000000
393 3 17.000000
393 4 29.000000
393 5 42.000000
393 6 38.000000
393 7 22.000000
393 8 7.000000
393 9 19.000000
394 0 40.000000
394 1 5.000000
394 2 4.000000
394 3 35.000000
394 4 42.000000
394 5 17.000000
394 6 39.000000
394 7 8.000000
394 8 1.000000
394 9 29.000000
395 0 27.000000
395 1 43.000000
395 2 9.000000
395 3 32.000000
395 4 43.000000
395 5 26.000000
395 6 32.000000
395 7 33.000000
395 8 46.000000
395 9 45.000000
396 0 3.000000
396 1 21.000000
396 2 37.000000
396 3 39.000000
396 4 38.000000
396 5 37.000000
396 6 49.000000
396 7 9.000000
396 8 9.000000
396 9 22.000000
397 0 21.000000
397 1 9.000000
397 2 43.000000
397 3 16.000000
397 4 18.000000
397 5 35.000000
397 6 11.000000
397 7 42.000000
397 8 16.000000
397 9 10.000000
398 0 9.000000
398 1 6.000000
398 2 41.000000
398 3 43.000000
398 4 32.000000
398 5 15.000000
398 6 11.000000
398 7 21.000000
398 8 23.000000
398 9 34.000000
399 0 48.000000
399 1 7.000000
399 2 12.000000
399 3 0.000000
399 4 16.000000
399 5 41.000000
399 6 7.000000
399 7 23.000000
399 8 33.000000
399 9 41.000000
400 0 8.000000
400 1 1.000000
400 2 43.000000
400 3 37.000000
400 4 10.000000
400 5 37.000000
400 6 37.000000
400 7 25.000000
400 8 43.000000
400 9 31.000000
401 0 26.000000
401 1 18.000000
401 2 44.000000
401 3 32.000000
401 4 17.000000
401 5 23.000000
401 6 42.000000
401 7 17.000000
401 8 1.000000
401 9 3.000000
402 0 34.000000
402 1 36.000000
402 2 35.000000
402 3 6.000000
402 4 47.000000
402 5 41.000000
402 6 48.000000
402 7 2.000000
402 8 2.000000
402 9 7.000000
403 0 10.000000
403 1 41.000000
403 2 29.000000
403 3 26.000000
403 4 19.000000
403 5 19.000000
403 6 44.000000
403 7 9.000000
403 8 24.000000
403 9 45.000000
404 0 26.000000
404 1 48.000000
404 2 10.000000
404 3 23.000000
404 4 47.000000
404 5 22.000000
404 6 44.000000
404 7 39.000000
404 8 13.000000
404 9 29.000000
405 0 26.000000
405 1 17.000000
405 2 49.000000
405 3 13.000000
405 4 35.000000
405 5 26.000000
405 6 41.000000
405 7 38.000000
405 8 38.000000
405 9 29.000000
406 0 32.000000
406 1 43.000000
406 2 1.000000
406 3 24.000000
406 4 15.000000
406 5 3.000000
406 6 29.000000
406 7 7.000000
406 8 46.000000
406 9 45.000000
407 0 15.000000
407 1 47.000000
407 2 31.000000
407 3 17.000000
407 4 9.000000
407 5 19.000000
407 6 24.000000
407 7 26.000000
407 8 31.000000
407 9 49.000000
408 0 6.000000
408 1 33.000000
408 2 18.000000
408 3 35.000000
408 4 41.000000
408 5 26.000000
408 6 24.000000
408 7 26.000000
408 8 37.000000
408 9 11.000000
409 0 0.000000
409 1 0.000000
409 2 31.000000
409 3 42.000000
409 4 7.000000
409 5 11.000000
409 6 7.000000
409 7 0.000000
409 8 31.000000
409 9 28.000000
410 0 34.000000
410 1 21.000000
410 2 34.000000
410 3 16.000000
410 4 24.000000
410 5 13.000000
410 6 31.000000
410 7 36.000000
410 8 39.000000
410 9 18.000000
411 0 26.000000
411 1 6.000000
411 2 24.000000
411 3 0.000000
411 4 14.000000
411 5 6.000000
411 6 17.000000
411 7 47.000000
411 8 13.000000
411 9 13.000000
412 0 22.000000
412 1 28.000000
412 2 12.000000
412 3 35.000000
412 4 29.000000
412 5 44.000000
412 6 0.000000
412 7 2.000000
412 8 18.000000
412 9 39.000000
413 0 49.000000
413 1 43.000000
413 2 44.000000
413 3 34.000000
413 4 29.000000
413 5 2.000000
413 6 20.000000
413 7 0.000000
413 8 36.000000
413 9 28.000000
414 0 5.000000
414 1 2.000000
414 2 49.000000
414 3 23.000000
414 4 25.000000
414 5 27.000000
414 6 37.000000
414 7 39.000000
414 8 19.000000
414 9 19.000000
415 0 43.000000
415 1 48.000000
415 2 32.000000
415 3 35.000000
415 4 49.000000
415 5 38.000000
415 6 25.000000
415 7 11.000000
415 8 13.000000
415 9 43.000000
416 0 13.000000
416 1 10.000000
416 2 33.000000
416 3 36.000000
416 4 37.000000
416 5 10.000000
416 6 38.000000
416 7 26.000000
416 8 13.000000
416 9 32.000000
417 0 24.000000
417 1 41.000000
417 2 33.000000
417 3 7.000000
417 4 8.000000
417 5 21.000000
417 6 20.000000
417 7 33.000000
417 8 38.000000
417 9 44.000000
418 0 42.000000
418 1 22.000000
418 2 44.000000
418 3 5.000000
418 4 31.000000
418 5 45.000000
418 6 18.000000
418 7 32.000000
418 8 7.000000
418 9 10.000000
419 0 24.000000
419 1 12.000000
419 2 29.000000
419 3 27.000000
419 4 40.000000
419 5 27.000000
419 6 25.000000
419 7 46.000000
419 8 34.000000
419 9 22.000000
420 0 6.000000
420 1 19.000000
420 2 20.000000
420 3 1.000000
420 4 17.000000
420 5 1.000000
420 6 29.000000
420 7 39.000000
420 8 6.000000
420 9 39.000000
421 0 31.000000
421 1 28.000000
421 2 11.000000
421 3 15.000000
421 4 25.000000
421 5 20.000000
421 6 5.000000
421 7 12.000000
421 8 49.000000
421 9 12.000000
422 0 26.000000
422 1 35.000000
422 2 26.000000
422 3 28.000000
422 4 17.000000
422 5 2.000000
422 6 0.000000
422 7 28.000000
422 8 39.000000
422 9 28.000000
423 0 19.000000
423 1 29.000000
423 2 24.000000
423 3 49.000000
423 4 2.000000
423 5 15.000000
423 6 41.000000
423 7 43.000000
423 8 9.000000
423 9 25.000000
424 0 20.000000
424 1 10.000000
424 2 46.000000
424 3 14.000000
424 4 30.000000
424 5 11.000000
424 6 7.000000
424 7 7.000000
424 8 25.000000
424 9 45.000000
425 0 12.000000
425 1 10.000000
425 2 9.000000
425 3 30.000000
425 4 8.000000
425 5 3.000000
425 6 17.000000
425 7 15.000000
425 8 11.000000
425 9 8.000000
426 0 29.000000
426 1 18.000000
426 2 23.000000
426 3 24.000000
426 4 25.000000
426 5 11.000000
426 6 8.000000
426 7 12.000000
426 8 42.000000
426 9 42.000000
427 0 33.000000
427 1 9.000000
427 2 46.000000
427 3 32.000000
427 4 31.000000
427 5 43.000000
427 6 21.000000
427 7 11.000000
427 8 12.000000
427 9 22.000000
428 0 35.000000
428 1 6.000000
428 2 13.000000
428 3 8.000000
428 4 19.000000
428 5 46.000000
428 6 14.000000
428 7 3.000000
428 8 34.000000
428 9 15.000000
429 0 10.000000
429 1 47.000000
429 2 44.000000
429 3 10.000000
429 4 7.000000
429 5 19.000000
429 6 38.000000
429 7 6.000000
429 8 30.000000
429 9 22.000000
430 0 41.000000
430 1 24.000000
430 2 20.000000
430 3 49.000000
430 4 19.000000
430 5 35.000000
430 6 35.000000
430 7 15.000000
430 8 28.000000
430 9 37.000000
431 0 17.000000
431 1 21.000000
431 2 26.000000
431 3 3.000000
431 4 31.000000
431 5 5.000000
431 6 14.000000
431 7 33.000000
431 8 34.000000
431 9 31.000000
432 0 37.000000
432 1 3.000000
432 2 30.000000
432 3 41.000000
432 4 14.000000
432 5 25.000000
432 6 45.000000
432 7 14.000000
432 8 5.000000
432 9 23.000000
433 0 44.000000
433 1 37.000000
433 2 31.000000
433 3 36.000000
433 4 37.000000
433 5 10.000000
433 6 12.000000
433 7 38.000000
433 8 28.000000
433 9 16.000000
434 0 34.000000
434 1 41.000000
434 2 46.000000
434 3 18.000000
434 4 20.000000
434 5 29.000000
434 6 12.000000
434 7 33.000000
434 8 6.000000
434 9 20.000000
435 0 2.000000
435 1 17.000000
435 2 15.000000
435 3 18.000000
435 4 12.000000
435 5 34.000000
435 6 3.000000
435 7 26.000000
435 8 28.000000
435 9 15.000000
436 0 10.000000
436 1 40.000000
436 2 40.000000
436 3 19.000000
436 4 36.000000
436 5 49.000000
436 6 34.000000
436 7 8.000000
436 8 32.000000
436 9 44.000000
437 0 45.000000
437 1 28.000000
437 2 16.000000
437 3 9.000000
437 4 35.000000
437 5 2.000000
437 6 25.000000
437 7 43.000000
437 8 21.000000
437 9 36.000000
438 0 17.000000
438 1 19.000000
438 2 21.000000
438 3 26.000000
438 4 19.000000
438 5 18.000000
438 6 11.000000
438 7 33.000000
438 8 28.000000
438 9 1.000000
439 0 46.000000
439 1 44.000000
439 2 35.000000
439 3 15.000000
439 4 42.000000
439 5 31.000000
439 6 43.000000
439 7 22.000000
439 8 43.000000
439 9 11.000000
440 0 9.000000
440 1 38.000000
440 2 15.000000
440 3 7.000000
440 4 2.000000
440 5 39.000000
440 6 3.000000
440 7 27.000000
440 8 36.000000
440 9 36.000000
441 0 39.000000
441 1 29.000000
441 2 37.000000
441 3 5.000000
441 4 20.000000
441 5 38.000000
441 6 2.000000
441 7 20.000000
441 8 49.000000
441 9 43.000000
442 0 20.000000
442 1 22.000000
442 2 5.000000
442 3 43.000000
442 4 7.000000
442 5 16.000000
442 6 42.000000
442 7 8.000000
442 8 46.000000
442 9 5.000000
443 0 34.000000
443 1 0.000000
443 2 42.000000
443 3 2.000000
443 4 0.000000
443 5 34.000000
443 6 0.000000
443 7 12.000000
443 8 39.000000
443 9 24.000000
444 0 29.000000
444 1 26.000000
444 2 5.000000
444 3 26.000000
444 4 8.000000
444 5 41.000000
444 6 46.000000
444 7 19.000000
444 8 3.000000
444 9 43.000000
445 0 42.000000
445 1 29.000000
445 2 3.000000
445 3 2.000000
445 4 39.000000
445 5 1.000000
445 6 22.000000
445 7 47.000000
445 8 45.000000
445 9 24.000000
446 0 41.000000
446 1 49.000000
446 2 20.000000
446 3 14.000000
446 4 16.000000
446 5 19.000000
446 6 8.000000
446 7 33.000000
446 8 9.000000
446 9 33.000000
447 0 7.000000
447 1 2.000000
447 2 44.000000
447 3 21.000000
447 4 13.000000
447 5 39.000000
447 6 43.000000
447 7 17.000000
447 8 4.000000
447 9 0.000000
448 0 29.000000
448 1 39.000000
448 2 0.000000
448 3 0.000000
448 4 46.000000
448 5 17.000000
448 6 13.000000
448 7 22.000000
448 8 33.000000
448 9 29.000000
449 0 49.000000
449 1 17.000000
449 2 25.000000
449 3 18.000000
449 4 46.000000
449 5 0.000000
449 6 2.000000
449 7 20.000000
449 8 43.000000
449 9 10.000000
450 0 28.000000
450 1 43.000000
450 2 39.000000
450 3 7.000000
450 4 26.000000
450 5 39.000000
450 6 31.000000
450 7 23.000000
450 8 44.000000
450 9 5.000000
451 0 3.000000
451 1 3.000000
451 2 32.000000
451 3 4.000000
451 4 8.000000
451 5 46.000000
451 6 41.000000
451 7 28.000000
451 8 32.000000
451 9 12.000000
452 0 21.000000
452 1 40.000000
452 2 28.000000
452 3 9.000000
452 4 43.000000
452 5 14.000000
452 6 36.000000
452 7 28.000000
452 8 23.000000
452 9 25.000000
453 0 49.000000
453 1 13.000000
453 2 26.000000
453 3 43.000000
453 4 3.000000
453 5 7.000000
453 6 27.000000
453 7 24.000000
453 8 9.000000
453 9 43.000000
454 0 13.000000
454 1 1.000000
454 2 36.000000
454 3 29.000000
454 4 16.000000
454 5 42.000000
454 6 23.000000
454 7 6.000000
454 8 4.000000
454 9 5.000000
455 0 0.000000
455 1 11.000000
455 2 4.000000
455 3 45.000000
455 4 29.000000
455 5 45.000000
455 6 19.000000
455 7 15.000000
455 8 15.000000
455 9 31.000000
456 0 1.000000
456 1 29.000000
456 2 1.000000
456 3 6.000000
456 4 20.000000
456 5 36.000000
456 6 5.000000
456 7 20.000000
456 8 46.000000
456 9 15.000000
457 0 10.000000
457 1 21.000000
457 2 20.000000
457 3 4.000000
457 4 43.000000
457 5 6.000000
457 6 22.000000
457 7 36.000000
457 8 6.000000
457 9 10.000000
458 0 9.000000
458 1 41.000000
458 2 44.000000
458 3 21.000000
458 4 25.000000
458 5 30.000000
458 6 9.000000
458 7 29.000000
458 8 1.000000
458 9 13.000000
459 0 0.000000
459 1 22.000000
459 2 45.000000
459 3 5.000000
459 4 47.000000
459 5 24.000000
459 6 31.000000
459 7 24.000000
459 8 28.000000
459 9 38.000000
460 0 10.000000
460 1 41.000000
460 2 42.000000
460 3 13.000000
460 4 3.000000
460 5 24.000000
460 6 32.000000
460 7 19.000000
460 8 36.000000
460 9 9.000000
461 0 14.000000
461 1 0.000000
461 2 2.000000
461 3 33.000000
461 4 40.000000
461 5 38.000000
461 6 48.000000
461 7 47.000000
461 8 41.000000
461 9 34.000000
462 0 8.000000
462 1 33.000000
462 2 5.000000
462 3 40.000000
462 4 8.000000
462 5 27.000000
462 6 17.000000
462 7 25.000000
462 8 37.000000
462 9 31.000000
463 0 45.000000
463 1 23.000000
463 2 21.000000
463 3 42.000000
463 4 3.000000
463 5 15.000000
463 6 39.000000
463 7 43.000000
463 8 8.000000
463 9 12.000000
464 0 7.000000
464 1 5.000000
464 2 23.000000
464 3 32.000000
464 4 22.000000
464 5 24.000000
464 6 24.000000
464 7 37.000000
464 8 37.000000
464 9 33.000000
465 0 12.000000
465 1 39.000000
465 2 49.000000
465 3 5.000000
465 4 21.000000
465 5 26.000000
465 6 44.000000
465 7 12.000000
465 8 6.000000
465 9 12.000000
466 0 22.000000
466 1 23.000000
466 2 22.000000
466 3 31.000000
